taxonid,taxoncode,taxonname,author,ecolgroup,highertaxonid,status,taxagroupid,publicationid,uncertaintytype,certainty_level_conservative,certainty_level_permissive,taxonname_updated,taxonname_updated_original,MDD_species,MDD_species_id,MDD_normalized_original_combination,MDD_validity,sciName,subclass,infraclass,magnorder,superorder,order,suborder,parvorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet
46873,Cap.aeg,Capra aegagrus,"Erxleben, 1777",ARTI,6790,extant,MAM,1511,NA,NA,NA,Capra aegagrus,,Capra aegagrus,1006180,Capra aegagrus,species,Capra_aegagrus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Antilopinae,Caprini,Caprina,Capra,NA,aegagrus
7059,?Cap.hi,?Capra hircus,NA,ARTI,6171,extant,MAM,1516,?,family,species,Capra hircus,,Capra hircus,1006184,Capra hircus,species,Capra_hircus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Antilopinae,Caprini,Caprina,Capra,NA,hircus
5921,Cap.hi,Capra hircus,"Linnaeus, 1758",ARTI,6790,extant,MAM,1516,NA,NA,NA,Capra hircus,,Capra hircus,1006184,Capra hircus,species,Capra_hircus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Antilopinae,Caprini,Caprina,Capra,NA,hircus
7131,cf.Cap.hi,cf. Capra hircus,NA,ARTI,14677,extant,MAM,1516,cf,genus,species,Capra hircus,,Capra hircus,1006184,Capra hircus,species,Capra_hircus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Antilopinae,Caprini,Caprina,Capra,NA,hircus
25680,Cap.ib,Capra ibex,"Linnaeus, 1758",ARTI,6790,extant,MAM,1516,NA,NA,NA,Capra ibex,,Capra ibex,1006185,Capra ibex,species,Capra_ibex,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Antilopinae,Caprini,Caprina,Capra,NA,ibex
25682,Cpr,Capreolus,"Gray, 1821",ARTI,13484,extant,MAM,1516,NA,NA,NA,Capreolus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Capreolini,NA,Capreolus,NA,NA
25683,Cpr.ca,Capreolus capreolus,"(Linnaeus, 1758)",ARTI,25682,extant,MAM,1516,NA,NA,NA,Capreolus capreolus,,Capreolus capreolus,1006286,Capreolus capreolus,synonym,Capreolus_capreolus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Capreolini,NA,Capreolus,NA,capreolus
25802,Caa.wa,Catagonus wagneri,"Rusconi, 1930",ARTI,25799,extant,MAM,8345,NA,NA,NA,Catagonus wagneri,,Parachoerus wagneri,1006379,Catagonus wagneri,synonym,Parachoerus_wagneri,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Suina,NA,Suoidea,Tayassuidae,Tayassuinae,Tayassuini,NA,Parachoerus,NA,wagneri
14113,?Crvdae,?Cervidae,"Goldfuss, 1820",ARTI,14677,extant,MAM,1516,?,order,family,Cervidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,NA,NA,NA,NA,NA,NA
35005,Alc.ac/Rng.ta,Alces alces/Rangifer tarandus,"(Linnaeus, 1758)",ARTI,13484,extant,MAM,1516,/,family,family,Cervidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,NA,NA,NA,NA,NA,NA
42042,Alc/Crv,Alces/Cervus,"Gray, 1821|Linnaeus, 1758",ARTI,5935,extant,MAM,1516,/,family,family,Cervidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,NA,NA,NA,NA,NA,NA
5935,Crvdae,Cervidae,"Goldfuss, 1820",ARTI,5825,extant,MAM,1516,NA,NA,NA,Cervidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,NA,NA,NA,NA,NA,NA
7054,Crvdae.sp,Cervidae sp.,"Goldfuss, 1820",ARTI,5935,extant,MAM,1624,NA,NA,NA,Cervidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,NA,NA,NA,NA,NA,NA
7799,Crv.el.ca/Alc,Cervus elaphus canadensis/Alces,"Erxleben, 1777|Gray, 1821",ARTI,5935,extant,MAM,1516,/,family,family,Cervidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,NA,NA,NA,NA,NA,NA
7457,Crv/Odc,Cervus/Odocoileus,"Linnaeus, 1758|Rafinesque, 1832",ARTI,5935,extant,MAM,1516,/,family,family,Cervidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,NA,NA,NA,NA,NA,NA
35006,Odc.vi/Rng.ta,Odocoileus virginianus/Rangifer tarandus,"(Zimmermann, 1780)/(Linnaeus, 1758)",ARTI,13484,extant,MAM,1516,/,family,family,Cervidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,NA,NA,NA,NA,NA,NA
14178,?Crv.sp,?Cervus sp.,"Linnaeus, 1758",ARTI,14677,extant,MAM,1516,?,family,genus,Cervus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,NA,NA
6795,Crv,Cervus,"Linnaeus, 1758",ARTI,13485,extant,MAM,1516,NA,NA,NA,Cervus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,NA,NA
5939,Crv.sp,Cervus sp.,"Linnaeus, 1758",ARTI,6795,extant,MAM,1516,NA,NA,NA,Cervus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,NA,NA
7141,cf.Crv.sp,cf. Cervus sp.,"Linnaeus, 1758",ARTI,14677,extant,MAM,1524,cf,family,genus,Cervus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,NA,NA
5936,[Crv.ca],Cervus canadensis,NA,NA,NA,extant,MAM,1516,NA,NA,NA,Cervus canadensis,,Cervus canadensis,1006312,Cervus canadensis,synonym,Cervus_canadensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,canadensis
35657,[Crv.cf.ca],Cervus cf. C. canadensis,"Erxleben, 1777",NA,NA,extant,MAM,1516,cf,genus,species,Cervus canadensis,,Cervus canadensis,1006312,Cervus canadensis,synonym,Cervus_canadensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,canadensis
7138,[cf.Crv.ca],cf. Cervus canadensis,NA,NA,NA,extant,MAM,1516,cf,genus,species,Cervus canadensis,,Cervus canadensis,1006312,Cervus canadensis,synonym,Cervus_canadensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,canadensis
14192,?Crv.el,?Cervus elaphus,"Linnaeus, 1758",ARTI,14677,extant,MAM,1516,?,family,species,Cervus elaphus,,Cervus elaphus,1006313,Cervus elaphus,species,Cervus_elaphus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,elaphus
5937,Crv.el,Cervus elaphus,"Linnaeus, 1758",ARTI,6795,extant,MAM,1516,NA,NA,NA,Cervus elaphus,,Cervus elaphus,1006313,Cervus elaphus,species,Cervus_elaphus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,elaphus
7139,cf.Crv.el,cf. Cervus elaphus,"Linnaeus, 1758",ARTI,14677,extant,MAM,1516,cf,genus,species,Cervus elaphus,,Cervus elaphus,1006313,Cervus elaphus,species,Cervus_elaphus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,elaphus
35656,Crv.cf.el.ca,Cervus cf. C. elaphus canadensis,"Erxleben, 1777",ARTI,5937,extant,MAM,1516,cf,genus,subspecies,Cervus elaphus canadensis,,Cervus canadensis,1006312,Cervus elaphus canadensis,species,Cervus_canadensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,canadensis
7018,Crv.el.ca,Cervus elaphus canadensis,"Erxleben, 1777",ARTI,5937,extant,MAM,1516,NA,NA,NA,Cervus elaphus canadensis,,Cervus canadensis,1006312,Cervus elaphus canadensis,species,Cervus_canadensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,canadensis
7470,cf.Crv.el.ca,cf. Cervus elaphus canadensis,"Erxleben, 1777",ARTI,14677,extant,MAM,1516,cf,genus,subspecies,Cervus elaphus canadensis,,Cervus canadensis,1006312,Cervus elaphus canadensis,species,Cervus_canadensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,canadensis
7019,Crv.el.na,Cervus elaphus nannodes,"Merriam, 1905",ARTI,5937,extant,MAM,1516,NA,NA,NA,Cervus elaphus nannodes,,Cervus canadensis,1006312,Cervus elaphus nannodes,synonym,Cervus_canadensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,canadensis
14177,cf.Crv.el.na,cf. Cervus elaphus nannodes,"Merriam, 1905",ARTI,5935,extant,MAM,1516,cf,genus,subspecies,Cervus elaphus nannodes,,Cervus canadensis,1006312,Cervus elaphus nannodes,synonym,Cervus_canadensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,canadensis
5938,[Crv.na],Cervus nannodes,NA,NA,NA,extant,MAM,1516,NA,NA,NA,Cervus nannodes,,Cervus canadensis,1006312,Cervus nannodes,synonym,Cervus_canadensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,canadensis
7140,[cf.Crv.na],cf. Cervus nannodes,NA,NA,NA,extant,MAM,1516,cf,genus,species,Cervus nannodes,,Cervus canadensis,1006312,Cervus nannodes,synonym,Cervus_canadensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Cervus,Cervus,canadensis
37602,[Crv.ti],Cervus timorensis,"de Blainville, 1822",NA,NA,extant,MAM,1516,NA,NA,NA,Cervus timorensis,,Rusa timorensis,1006324,Cervus timorensis,species,Rusa_timorensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Rusa,NA,timorensis
46871,Dama,Dama,"Frisch, 1775",ARTI,13485,extant,MAM,1511,NA,NA,NA,Dama,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Dama,NA,NA
42770,D.dama,Dama dama,"Linneus, 1758",ARTI,13485,extant,MAM,1511,NA,NA,NA,Dama dama,,Dama dama,1006316,Dama dama,synonym,Dama_dama,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Dama,NA,dama
46036,D.dama.mes,Dama dama mesopotamica,"Linneus, 1758",ARTI,5935,extant,MAM,1511,NA,NA,NA,Dama dama mesopotamica,,Dama mesopotamica,1006317,Dama dama mesopotamica,synonym,Dama_mesopotamica,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Cervinae,Cervini,NA,Dama,NA,mesopotamica
14200,?Dlp.sp,?Delphinapterus sp.,"Lacépède, 1804",CETA,14198,extant,MAM,1523,?,family,genus,Delphinapterus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Monodontidae,NA,NA,NA,Delphinapterus,NA,NA
14199,Dlp,Delphinapterus,"Lacépède, 1804",CETA,14198,extant,MAM,1523,NA,NA,NA,Delphinapterus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Monodontidae,NA,NA,NA,Delphinapterus,NA,NA
19956,Dlp.le,Delphinapterus leucas,"(Pallas, 1776)",CETA,14199,extant,MAM,1523,NA,NA,NA,Delphinapterus leucas,,Delphinapterus leucas,1006444,Delphinapterus leucas,synonym,Delphinapterus_leucas,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Monodontidae,NA,NA,NA,Delphinapterus,NA,leucas
5970,Deldae,Delphinidae,"Gray, 1821",CETA,14194,extant,MAM,1523,NA,NA,NA,Delphinidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,NA,NA,NA,NA,NA,NA
19957,Del,Delphinus,"Linnaeus, 1758",CETA,5970,extant,MAM,1523,NA,NA,NA,Delphinus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Delphininae,NA,NA,Delphinus,NA,NA
19958,Dep.de,Delphinus delphis,"Linnaeus, 1758",CETA,19957,extant,MAM,1523,NA,NA,NA,Delphinus delphis,,Delphinus delphis,1006411,Delphinus delphis,species,Delphinus_delphis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Delphininae,NA,NA,Delphinus,NA,delphis
15380,[Dic.ta],Dicotyles tajacu,"(Linnaeus, 1758)",NA,NA,extant,MAM,1516,NA,NA,NA,Dicotyles tajacu,,Dicotyles tajacu,1006380,Dicotyles tajacu,synonym,Dicotyles_tajacu,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Suina,NA,Suoidea,Tayassuidae,Tayassuinae,Tayassuini,NA,Dicotyles,NA,tajacu
6729,Esc,Eschrichtius,"Gray, 1864",CETA,6052,extant,MAM,1523,NA,NA,NA,Eschrichtius,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Eschrichtius,NA,NA
10054,Esc.sp,Eschrichtius sp.,"Gray, 1864",CETA,6729,extant,MAM,1523,NA,NA,NA,Eschrichtius,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Eschrichtius,NA,NA
6053,Esc.ro,Eschrichtius robustus,"(Lilljeborg, 1860)",CETA,6729,extant,MAM,1523,NA,NA,NA,Eschrichtius robustus,,Eschrichtius robustus,1006404,Eschrichtius robustus,synonym,Eschrichtius_robustus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Eschrichtius,NA,robustus
20012,Eub,Eubalaena,"Gray, 1864",CETA,6772,extant,MAM,1523,NA,NA,NA,Eubalaena,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenoidea,Balaenidae,NA,NA,NA,Eubalaena,NA,NA
20017,Eua.sp,Eubalaena sp.,"Gray, 1864",CETA,20012,extant,MAM,1523,NA,NA,NA,Eubalaena,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenoidea,Balaenidae,NA,NA,NA,Eubalaena,NA,NA
20014,Eua.cf.ga,Eubalaena cf. E. glacialis,"(Müller, 1776)",CETA,20013,extant,MAM,1523,cf,genus,species,Eubalaena glacialis,,Eubalaena glacialis,1006395,Eubalaena glacialis,synonym,Eubalaena_glacialis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenoidea,Balaenidae,NA,NA,NA,Eubalaena,NA,glacialis
20013,Eua.gl,Eubalaena glacialis,"(Müller, 1776)",CETA,20012,extant,MAM,1523,NA,NA,NA,Eubalaena glacialis,,Eubalaena glacialis,1006395,Eubalaena glacialis,synonym,Eubalaena_glacialis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenoidea,Balaenidae,NA,NA,NA,Eubalaena,NA,glacialis
20016,Eua.cf.jp,Eubalaena cf. E. japonica,"(Lacépède, 1818)",CETA,20015,extant,MAM,1523,cf,genus,species,Eubalaena japonica,,Eubalaena japonica,1006396,Eubalaena japonica,synonym,Eubalaena_japonica,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenoidea,Balaenidae,NA,NA,NA,Eubalaena,NA,japonica
20015,Eua.ja,Eubalaena japonica,"(Lacépède, 1818)",CETA,20014,extant,MAM,1523,NA,NA,NA,Eubalaena japonica,,Eubalaena japonica,1006396,Eubalaena japonica,synonym,Eubalaena_japonica,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenoidea,Balaenidae,NA,NA,NA,Eubalaena,NA,japonica
19963,Fer.ud,Feresa,"Gray, 1870",CETA,5970,extant,MAM,1523,NA,NA,NA,Feresa,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Globicephalinae,NA,NA,Feresa,NA,NA
19964,Fer.at,Feresa attenuata,"Gray, 1874",CETA,19963,extant,MAM,1523,NA,NA,NA,Feresa attenuata,,Feresa attenuata,1006412,Feresa attenuata,species,Feresa_attenuata,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Globicephalinae,NA,NA,Feresa,NA,attenuata
46875,Gazella,Gazella,"Blainville, 1816",ARTI,5885,extant,MAM,1511,NA,NA,NA,Gazella,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Antilopinae,Antilopini,Antilopina,Gazella,NA,NA
42772,Gaz.ga,Gazella gazella,"Pallas, 1776",ARTI,5885,extant,MAM,1511,NA,NA,NA,Gazella gazella,,Gazella gazella,1006150,Gazella gazella,synonym,Gazella_gazella,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Antilopinae,Antilopini,Antilopina,Gazella,NA,gazella
46876,Gaz.sub,Gazella subgutturosa,"Güldenstädt, 1780",ARTI,46875,extant,MAM,1511,NA,NA,NA,Gazella subgutturosa,,Gazella subgutturosa,1006154,Gazella subgutturosa,synonym,Gazella_subgutturosa,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Antilopinae,Antilopini,Antilopina,Gazella,NA,subgutturosa
6814,Glb,Globicephala,"Lesson, 1828",CETA,5970,extant,MAM,1523,NA,NA,NA,Globicephala,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Globicephalinae,NA,NA,Globicephala,NA,NA
19968,Glb.sp,Globicephala sp.,"Lesson, 1828",CETA,6814,extant,MAM,1523,NA,NA,NA,Globicephala,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Globicephalinae,NA,NA,Globicephala,NA,NA
19966,Glb.cf.mc,Globicephala cf. G. macrorhyncha,"Gray, 1846",CETA,19965,extant,MAM,1523,cf,genus,species,Globicephala macrorhyncha,,Globicephala macrorhynchus,1006413,Globicephala macrorhyncha,synonym,Globicephala_macrorhynchus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Globicephalinae,NA,NA,Globicephala,NA,macrorhynchus
19965,Glb.ma,Globicephala macrorhyncha,"Gray, 1846",CETA,7023,extant,MAM,1523,NA,NA,NA,Globicephala macrorhyncha,,Globicephala macrorhynchus,1006413,Globicephala macrorhyncha,synonym,Globicephala_macrorhynchus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Globicephalinae,NA,NA,Globicephala,NA,macrorhynchus
6092,[Glb.me],Globicephala melaena,NA,NA,NA,extant,MAM,1523,NA,NA,NA,Globicephala melaena,,Globicephala melas,1006414,Globicephala melaena,synonym,Globicephala_melas,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Globicephalinae,NA,NA,Globicephala,NA,melas
19967,Glb.cf.ml,Globicephala cf. G. melas,"(Traill, 1809)",CETA,7023,extant,MAM,1523,cf,genus,species,Globicephala melas,,Globicephala melas,1006414,Globicephala melas,synonym,Globicephala_melas,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Globicephalinae,NA,NA,Globicephala,NA,melas
7023,Glb.me,Globicephala melas,"(Traill, 1809)",CETA,6814,extant,MAM,1523,NA,NA,NA,Globicephala melas,,Globicephala melas,1006414,Globicephala melas,synonym,Globicephala_melas,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Globicephalinae,NA,NA,Globicephala,NA,melas
19969,Gra,Grampus,"Gray, 1828",CETA,5970,extant,MAM,1523,NA,NA,NA,Grampus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Globicephalinae,NA,NA,Grampus,NA,NA
19970,Grm.gr,Grampus griseus,"(G. Cuvier, 1812)",CETA,19969,extant,MAM,1523,NA,NA,NA,Grampus griseus,,Grampus griseus,1006415,Grampus griseus,synonym,Grampus_griseus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Delphinoidea,Delphinidae,Globicephalinae,NA,NA,Grampus,NA,griseus
25778,Hio,Hippocamelus,"Leuckart, 1816",ARTI,13485,extant,MAM,8342,NA,NA,NA,Hippocamelus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Odocoileini,NA,Hippocamelus,NA,NA
25779,Hio.an,Hippocamelus antisensis,"d'Orbigny, 1834",ARTI,25778,extant,MAM,8342,NA,NA,NA,Hippocamelus antisensis,,Hippocamelus antisensis,1006290,Hippocamelus antisensis,synonym,Hippocamelus_antisensis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Odocoileini,NA,Hippocamelus,NA,antisensis
25780,Hio.bi,Hippocamelus bisulcus,"Molina, 1782",ARTI,25778,extant,MAM,8344,NA,NA,NA,Hippocamelus bisulcus,,Hippocamelus bisulcus,1006291,Hippocamelus bisulcus,synonym,Hippocamelus_bisulcus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Odocoileini,NA,Hippocamelus,NA,bisulcus
19686,Hyp,Hyperoodon,"Lacépède, 1804",CETA,19682,extant,MAM,1523,NA,NA,NA,Hyperoodon,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Ziphioidea,Ziphiidae,Hyperoodontinae,NA,NA,Hyperoodon,NA,NA
19687,Hye.sp,Hyperoodon sp.,"Lacépède, 1804",CETA,19686,extant,MAM,1523,NA,NA,NA,Hyperoodon,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Ziphioidea,Ziphiidae,Hyperoodontinae,NA,NA,Hyperoodon,NA,NA
19688,Hye.am,Hyperoodon ampullatus,"(Forster, 1770)",CETA,19686,extant,MAM,1523,NA,NA,NA,Hyperoodon ampullatus,,Hyperoodon ampullatus,1006466,Hyperoodon ampullatus,synonym,Hyperoodon_ampullatus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Ziphioidea,Ziphiidae,Hyperoodontinae,NA,NA,Hyperoodon,NA,ampullatus
19710,Zii.cf.Hy,Ziphiidae cf. Hyperoodon ampullatus,"Lacépède, 1804",CETA,19682,extant,MAM,1523,cf,family,species,Hyperoodon ampullatus,Ziphiidae Hyperoodon ampullatus,Hyperoodon ampullatus,1006466,Hyperoodon ampullatus,synonym,Hyperoodon_ampullatus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Ziphioidea,Ziphiidae,Hyperoodontinae,NA,NA,Hyperoodon,NA,ampullatus
6999,Kog,Kogia,"Gray, 1846",CETA,7000,extant,MAM,1523,NA,NA,NA,Kogia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Physeteroidea,Kogiidae,Kogiinae,NA,NA,Kogia,NA,NA
20005,Kog.sp,Kogia sp.,"Gray, 1846",CETA,6999,extant,MAM,1523,NA,NA,NA,Kogia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Physeteroidea,Kogiidae,Kogiinae,NA,NA,Kogia,NA,NA
